delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_num,expected_time_hours_num,zero_hour_flag,is_delayed_flag,delayed_original_binary,computed_delayed
11897.0,fedex,groceries,ev van,two day,west,clear,131.3,40.43,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,777.79,4.0,16,0,0,0,0
11898.0,dhl,groceries,ev van,express,east,hot,254.3,4.53,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,2,1335.09,8.0,7,0,1,1,1
11899.0,xpressbees,clothing,bike,two day,west,foggy,6.5,30.96,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,125.38,2.0,16,0,0,0,0
11900.0,shadowfax,groceries,truck,express,east,clear,52.2,29.72,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,5,400.16,1.0,3,0,0,0,0
11901.0,ecom express,clothing,ev bike,two day,west,cold,257.1,2.04,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,3,1291.62,7.0,16,0,0,0,0
11902.0,dhl,clothing,ev bike,standard,west,hot,153.4,12.91,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,805.73,3.0,24,0,0,0,0
11903.0,ekart,furniture,scooter,express,west,stormy,121.8,26.57,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000004,yes,delayed,3,738.71,11.0,4,0,1,1,1
11904.0,fedex,automobile parts,ev van,two day,east,stormy,12.2,7.66,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,95.6674,7.0,16,0,0,0,0
11905.0,fedex,groceries,truck,two day,west,rainy,175.5,16.01,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,925.53,9.0,16,0,0,0,0
11906.0,fedex,pharmacy,ev van,express,north,clear,201.3,14.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1101.44,7.0,6,0,1,1,1
11907.0,amazon logistics,cosmetics,ev bike,two day,north,foggy,39.5,5.92,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,215.26,5.0,16,0,0,0,0
11908.0,delhivery,fragile items,ev van,express,north,rainy,198.2,15.52,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,3,1087.56,10.0,5,0,1,1,1
11909.0,fedex,fragile items,bike,two day,west,hot,286.2,9.33,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1458.99,8.0,16,0,0,0,0
11910.0,dhl,automobile parts,scooter,standard,south,foggy,165.1,40.21,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,946.13,4.0,24,0,0,0,0
11911.0,blue dart,fragile items,truck,two day,west,cold,68.2,15.83,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,388.49,3.0,16,0,0,0,0
11912.0,shadowfax,automobile parts,scooter,same day,central,stormy,231.5,43.32,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1387.46,8.0,8,0,1,1,0
11913.0,amazon logistics,automobile parts,scooter,standard,west,hot,45.7,35.12,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,5,333.86,1.0,24,0,0,0,0
11914.0,fedex,cosmetics,ev bike,express,east,hot,60.6,49.23,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,500.69,2.0,3,0,0,0,0
11915.0,delhivery,furniture,ev van,two day,north,rainy,223.3,46.62,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,4,1256.36,12.0,16,0,0,0,0
11916.0,delhivery,documents,truck,same day,central,stormy,261.0,39.73,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,yes,delayed,2,1524.19,13.0,8,0,1,1,1
11917.0,dhl,pharmacy,truck,standard,south,cold,93.7,37.91,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,582.23,3.0,24,0,0,0,0
11918.0,xpressbees,fragile items,truck,standard,east,cold,166.3,32.69,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,929.57,5.0,24,0,0,0,0
11919.0,ekart,cosmetics,van,express,west,rainy,169.3,6.24,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,2,915.22,10.0,5,0,1,1,1
11920.0,ekart,furniture,ev bike,express,central,hot,222.3,48.52,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,2,1307.06,6.0,6,0,1,1,0
11921.0,amazon logistics,electronics,ev bike,same day,east,clear,51.2,6.89,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,376.67,3.0,8,0,0,0,0
11922.0,delhivery,documents,bike,same day,central,clear,25.1,33.61,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,4,326.33,1.0,8,0,0,0,0
11923.0,delhivery,pharmacy,scooter,express,west,foggy,219.9,7.32,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1171.46,7.0,6,0,1,1,1
11924.0,blue dart,groceries,scooter,express,south,hot,284.7,6.22,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,3,1492.16,8.0,7,0,1,1,1
11925.0,ecom express,furniture,ev bike,standard,south,rainy,286.8,34.95,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1538.85,8.0,24,0,0,0,0
11926.0,fedex,documents,truck,standard,east,rainy,247.0,25.85,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1312.55,10.0,24,0,0,0,0
11927.0,blue dart,electronics,ev bike,two day,west,hot,276.7,33.54,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,1484.12,9.0,16,0,0,0,0
11928.0,ekart,furniture,truck,two day,west,rainy,72.4,40.54,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,483.62,5.0,16,0,0,0,0
11929.0,ecom express,furniture,truck,two day,west,clear,9.3,4.57,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,4,95.6674,1.0,16,0,0,0,0
11930.0,xpressbees,fragile items,ev bike,two day,north,stormy,55.2,42.96,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,404.88,8.0,16,0,0,0,0
11931.0,ekart,clothing,bike,standard,east,stormy,182.3,4.18,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,3,924.04,9.0,24,0,0,0,0
11932.0,ekart,furniture,ev bike,express,north,stormy,158.6,45.04,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,failed,2,978.12,10.0,5,0,0,1,1
11933.0,delhivery,fragile items,ev van,same day,north,stormy,289.6,33.05,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1632.7206,12.0,8,0,1,1,1
11934.0,xpressbees,documents,scooter,same day,west,cold,31.8,24.33,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,331.99,3.0,8,0,0,0,0
11935.0,blue dart,documents,ev bike,two day,central,cold,65.4,23.27,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,396.81,3.0,16,0,0,0,0
11936.0,ekart,electronics,bike,express,central,stormy,6.0,1.22,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,3,95.6674,5.0,2,0,1,1,1
11937.0,dhl,pharmacy,bike,standard,central,stormy,74.8,19.18,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,431.54,7.0,24,0,0,0,0
11938.0,shadowfax,fragile items,van,same day,south,stormy,121.3,5.73,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,723.69,6.0,8,0,0,0,0
11939.0,shadowfax,furniture,ev van,same day,north,foggy,111.5,31.21,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,751.13,6.0,8,0,0,0,0
11940.0,amazon logistics,groceries,van,same day,south,clear,15.3,35.52,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,283.06,1.0,8,0,0,0,0
11941.0,ekart,cosmetics,van,standard,east,stormy,174.1,47.36,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,1012.58,9.0,24,0,0,0,0
11942.0,dhl,groceries,ev bike,same day,central,cold,83.8,38.27,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,633.81,3.0,8,0,0,0,0
11943.0,dhl,groceries,ev bike,same day,south,hot,18.2,48.54,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,336.62,3.0,8,0,0,0,0
11944.0,delhivery,cosmetics,ev bike,express,south,rainy,120.4,11.54,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,delayed,2,686.62,4.0,4,0,1,1,0
11945.0,xpressbees,documents,bike,express,central,stormy,278.6,34.51,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1546.53,11.0,7,0,1,1,1
11946.0,fedex,fragile items,ev van,standard,central,foggy,274.5,13.03,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1411.59,10.0,24,0,0,0,0
11947.0,fedex,documents,scooter,standard,west,cold,62.1,8.58,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,336.24,3.0,24,0,0,0,0
11948.0,ecom express,furniture,truck,same day,north,stormy,55.9,25.55,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,456.15,5.0,8,0,0,0,0
11949.0,blue dart,documents,ev bike,express,east,foggy,197.6,25.4,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,3,1114.2,8.0,5,0,1,1,1
11950.0,ecom express,pharmacy,scooter,same day,south,cold,267.6,47.03,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,3,1579.09,12.0,8,0,1,1,1
11951.0,xpressbees,groceries,ev bike,same day,north,rainy,161.5,31.03,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,1000.59,10.0,8,0,1,1,1
11952.0,blue dart,documents,truck,same day,north,rainy,176.9,19.94,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1044.32,6.0,8,0,0,0,0
11953.0,xpressbees,cosmetics,bike,two day,south,rainy,181.2,32.04,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1002.12,7.0,16,0,0,0,0
11954.0,xpressbees,automobile parts,scooter,standard,north,hot,196.8,5.02,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,999.06,7.0,24,0,0,0,0
11955.0,dhl,electronics,ev bike,standard,north,hot,272.5,45.57,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1499.21,10.0,24,0,0,0,0
11956.0,dhl,pharmacy,bike,express,south,hot,194.7,14.97,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,no,delivered,5,1068.41,5.0,5,0,0,0,0
11957.0,amazon logistics,cosmetics,van,standard,east,cold,38.2,10.71,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,223.13,3.0,24,0,0,0,0
11958.0,blue dart,cosmetics,van,same day,west,clear,276.1,22.72,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1548.66,8.0,8,0,1,1,0
11959.0,delhivery,clothing,van,express,central,rainy,123.5,26.94,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,failed,2,748.32,9.0,4,0,0,1,1
11960.0,shadowfax,clothing,van,standard,south,foggy,3.6,32.43,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,3,113.79,2.0,24,0,0,0,0
11961.0,ecom express,furniture,ev van,standard,west,rainy,180.8,34.23,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1006.69,10.0,24,0,0,0,0
11962.0,fedex,pharmacy,bike,two day,central,clear,262.9,16.8,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,5,1364.9,11.0,16,0,0,0,0
11963.0,blue dart,documents,ev van,express,west,rainy,192.8,31.63,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000005,yes,delayed,2,1108.89,12.0,5,0,1,1,1
11964.0,fedex,groceries,ev bike,express,south,clear,7.9,11.67,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,failed,1,124.51,3.0,2,0,0,1,1
11965.0,ekart,furniture,ev van,standard,south,cold,158.6,38.48,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,908.44,7.0,24,0,0,0,0
11966.0,amazon logistics,furniture,truck,two day,east,clear,229.7,24.61,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,1222.33,4.0,16,0,0,0,0
11967.0,shadowfax,furniture,ev van,same day,central,rainy,131.3,8.99,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,783.47,5.0,8,0,0,0,0
11968.0,dhl,cosmetics,bike,express,west,rainy,68.5,10.96,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,3,425.38,5.0,3,0,1,1,1
11969.0,shadowfax,automobile parts,ev bike,two day,east,hot,285.3,42.87,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1555.11,7.0,16,0,0,0,0
11970.0,xpressbees,fragile items,ev bike,express,north,hot,17.9,48.68,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,2,285.54,2.0,2,0,1,1,0
11971.0,xpressbees,electronics,ev van,two day,west,cold,15.1,42.61,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,203.33,3.0,16,0,0,0,0
11972.0,dhl,groceries,bike,two day,west,clear,191.7,29.35,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1046.55,5.0,16,0,0,0,0
11973.0,shadowfax,electronics,truck,express,east,cold,95.1,1.36,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,529.58,2.0,3,0,0,0,0
11974.0,delhivery,fragile items,truck,same day,north,foggy,274.6,2.15,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,1479.45,8.0,8,0,1,1,0
11975.0,dhl,pharmacy,bike,two day,east,hot,243.3,24.96,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,1291.38,7.0,16,0,0,0,0
11976.0,dhl,clothing,truck,standard,central,stormy,145.0,24.52,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,798.56,7.0,24,0,0,0,0
11977.0,fedex,fragile items,van,express,central,foggy,142.5,45.64,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,no,delivered,5,899.42,4.0,4,0,0,0,0
11978.0,ecom express,pharmacy,van,two day,east,rainy,244.3,16.48,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1270.94,8.0,16,0,0,0,0
11979.0,ecom express,electronics,ev bike,standard,central,clear,227.8,17.35,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1191.05,10.0,24,0,0,0,0
11980.0,fedex,clothing,ev bike,express,north,rainy,190.0,19.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,2,1058.5,8.0,5,0,1,1,1
11981.0,shadowfax,fragile items,truck,two day,north,rainy,205.0,26.9,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1105.7,6.0,16,0,0,0,0
11982.0,delhivery,documents,van,same day,west,stormy,269.4,22.55,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,failed,1,1514.65,10.0,8,0,0,1,1
11983.0,fedex,furniture,ev van,express,central,hot,27.4,39.95,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,3,306.85,3.0,2,0,1,1,1
11984.0,xpressbees,automobile parts,scooter,standard,north,hot,61.8,19.93,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,368.79,2.0,24,0,0,0,0
11985.0,xpressbees,documents,van,standard,north,hot,96.3,47.5,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,624.0,2.0,24,0,0,0,0
11986.0,ecom express,electronics,van,two day,central,foggy,111.2,12.9,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,594.7,7.0,16,0,0,0,0
11987.0,fedex,electronics,scooter,same day,central,rainy,38.8,26.72,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,374.16,8.0,8,0,1,1,0
11988.0,ecom express,automobile parts,van,two day,east,foggy,195.6,21.64,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,1042.92,7.0,16,0,0,0,0
11989.0,ecom express,pharmacy,ev van,standard,north,foggy,124.8,7.19,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,645.57,7.0,24,0,0,0,0
11990.0,shadowfax,documents,bike,express,south,cold,73.7,49.03,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,565.59,2.0,3,0,0,0,0
11991.0,delhivery,electronics,truck,standard,west,stormy,257.5,35.44,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,1393.82,11.0,24,0,0,0,0
11992.0,dhl,cosmetics,van,standard,south,hot,161.0,23.17,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,874.51,3.0,24,0,0,0,0
11993.0,xpressbees,electronics,bike,standard,south,rainy,96.4,8.5,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,507.5,4.0,24,0,0,0,0
11994.0,shadowfax,electronics,scooter,same day,east,rainy,248.3,43.84,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,3,1473.02,11.0,8,0,1,1,1
11995.0,ecom express,pharmacy,scooter,standard,east,cold,142.5,18.1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,766.8,4.0,24,0,0,0,0
11996.0,amazon logistics,pharmacy,van,standard,west,hot,126.3,15.76,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,678.78,5.0,24,0,0,0,0
11997.0,delhivery,pharmacy,van,two day,east,clear,216.3,1.03,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,1084.59,5.0,16,0,0,0,0
11998.0,amazon logistics,automobile parts,truck,express,east,stormy,280.9,44.62,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,yes,delayed,2,1588.36,10.0,7,0,1,1,1
11999.0,dhl,documents,van,same day,east,clear,215.3,22.63,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,2,1244.39,10.0,8,0,1,1,1
12000.0,amazon logistics,furniture,ev bike,same day,west,clear,274.5,33.46,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,failed,2,1572.88,11.0,8,0,0,1,1
12001.0,fedex,documents,van,express,west,clear,297.1,19.92,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000007,no,delivered,4,1601.26,5.0,7,0,0,0,0
12002.0,fedex,groceries,ev van,standard,north,clear,251.5,48.85,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1404.05,6.0,24,0,0,0,0
12003.0,delhivery,clothing,ev van,express,north,foggy,212.8,9.12,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1141.36,5.0,6,0,0,0,0
12004.0,blue dart,fragile items,ev bike,two day,central,clear,146.9,43.48,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,864.94,6.0,16,0,0,0,0
12005.0,shadowfax,cosmetics,bike,same day,north,stormy,115.3,31.37,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,770.61,6.0,8,0,0,0,0
12006.0,shadowfax,cosmetics,ev van,same day,east,clear,207.4,40.68,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,1259.04,5.0,8,0,0,0,0
12007.0,fedex,clothing,ev bike,same day,central,rainy,140.8,22.07,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,870.21,7.0,8,0,0,0,0
12008.0,blue dart,clothing,truck,express,east,clear,152.2,6.88,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000005,no,delivered,3,831.64,3.0,5,0,0,0,0
12009.0,fedex,fragile items,van,express,north,rainy,238.7,26.07,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000006,yes,delayed,2,1321.71,11.0,6,0,1,1,1
12010.0,delhivery,pharmacy,ev bike,express,south,clear,243.5,37.55,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1380.15,5.0,6,0,0,0,0
12011.0,blue dart,electronics,truck,same day,north,stormy,67.5,21.0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,500.5,8.0,8,0,1,1,0
12012.0,fedex,pharmacy,ev bike,two day,north,foggy,183.3,40.38,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1037.64,6.0,16,0,0,0,0
12013.0,shadowfax,automobile parts,truck,standard,south,cold,291.4,42.76,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1585.28,8.0,24,0,0,0,0
12014.0,shadowfax,cosmetics,ev bike,express,south,hot,268.2,40.6,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1512.8,6.0,7,0,0,0,0
12015.0,ecom express,documents,ev van,express,west,foggy,11.6,22.58,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,3,175.74,3.0,2,0,1,1,1
12016.0,amazon logistics,documents,ev bike,two day,central,foggy,255.0,18.76,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,4,1331.28,10.0,16,0,0,0,0
12017.0,dhl,cosmetics,scooter,standard,east,clear,263.0,23.93,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,1386.79,8.0,24,0,0,0,0
12018.0,amazon logistics,groceries,ev van,standard,east,stormy,82.2,17.59,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,463.77,6.0,24,0,0,0,0
12019.0,delhivery,cosmetics,ev bike,same day,central,stormy,290.6,10.27,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,delayed,2,1583.81,12.0,8,0,1,1,1
12020.0,amazon logistics,automobile parts,van,express,south,foggy,129.1,16.05,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,delayed,2,743.65,9.0,4,0,1,1,1
12021.0,dhl,groceries,bike,standard,east,rainy,225.0,24.71,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,5,1199.13,12.0,24,0,0,0,0
12022.0,xpressbees,pharmacy,ev van,same day,east,stormy,13.4,29.59,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,255.77,4.0,8,0,0,0,0
12023.0,ecom express,furniture,truck,two day,central,stormy,49.8,49.21,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,396.63,4.0,16,0,0,0,0
12024.0,xpressbees,furniture,van,standard,south,rainy,123.7,34.16,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,720.98,8.0,24,0,0,0,0
12025.0,ecom express,electronics,truck,same day,east,hot,30.4,18.28,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,306.84,2.0,8,0,0,0,0
12026.0,delhivery,automobile parts,bike,express,south,rainy,177.2,7.29,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,957.87,6.0,5,0,1,1,1
12027.0,blue dart,furniture,ev bike,standard,south,foggy,78.4,42.76,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,520.28,4.0,24,0,0,0,0
12028.0,shadowfax,documents,scooter,same day,west,cold,86.0,16.26,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,578.78,4.0,8,0,0,0,0
12029.0,fedex,pharmacy,scooter,two day,central,hot,201.3,47.11,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1147.83,8.0,16,0,0,0,0
12030.0,blue dart,groceries,truck,express,north,foggy,150.8,9.86,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,delayed,3,833.58,5.0,5,0,1,1,0
12031.0,xpressbees,fragile items,truck,standard,central,stormy,66.0,26.4,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,409.2,7.0,24,0,0,0,0
12032.0,delhivery,cosmetics,bike,standard,east,foggy,64.1,35.4,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,426.7,4.0,24,0,0,0,0
12033.0,ecom express,groceries,truck,same day,central,rainy,100.0,9.07,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,627.21,5.0,8,0,0,0,0
12034.0,blue dart,cosmetics,bike,express,west,clear,95.9,6.24,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,548.22,2.0,3,0,0,0,0
12035.0,fedex,electronics,ev van,same day,north,hot,277.5,16.33,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,1536.49,5.0,8,0,0,0,0
12036.0,amazon logistics,automobile parts,van,standard,north,cold,224.4,49.11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1269.33,7.0,24,0,0,0,0
12037.0,fedex,furniture,van,same day,central,cold,81.3,20.98,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,4,569.44,1.0,8,0,0,0,0
12038.0,xpressbees,pharmacy,truck,standard,west,foggy,284.5,16.76,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,1472.78,8.0,24,0,0,0,0
12039.0,xpressbees,pharmacy,bike,standard,central,foggy,274.9,18.58,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,1430.24,9.0,24,0,0,0,0
12040.0,ecom express,documents,bike,standard,north,hot,257.0,49.52,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1434.34,6.0,24,0,0,0,0
12041.0,fedex,cosmetics,ev van,two day,north,foggy,219.8,4.73,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,4,1113.19,12.0,16,0,0,0,0
